CVE,Name
CVE-2012-4777,MS12-074: Vulnerabilities in .NET Framework Could Allow Remote Code Execution (2745030)
CVE-2012-2530,MS12-075: Vulnerability in Windows Kernel-Mode Drivers Could Allow Remote Code Execution (2761226)
CVE-2012-2553,MS12-075: Vulnerability in Windows Kernel-Mode Drivers Could Allow Remote Code Execution (2761226)
CVE-2012-2897,MS12-075: Vulnerability in Windows Kernel-Mode Drivers Could Allow Remote Code Execution (2761226)
,Microsoft Windows Mounted Devices
CVE-2012-4781,MS12-077: Cumulative Security Update for Internet Explorer (2761465)
CVE-2012-4782,MS12-077: Cumulative Security Update for Internet Explorer (2761465)
CVE-2012-4787,MS12-077: Cumulative Security Update for Internet Explorer (2761465)
CVE-2012-2556,MS12-078: Vulnerability in Windows Kernel-Mode Drivers Could Allow Remote Code Execution (2783534)
CVE-2012-4786,MS12-078: Vulnerability in Windows Kernel-Mode Drivers Could Allow Remote Code Execution (2783534)
CVE-2012-1537,MS12-082: Vulnerability in DirectPlay Could Allow Remote Code Execution (2770660)
CVE-2012-2549,MS12-083: Vulnerability in IP-HTTPS Component Could Allow Security Feature Bypass (2765809)
CVE-2013-0006,MS13-002: Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution (2756145)
CVE-2013-0007,MS13-002: Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution (2756145)
CVE-2013-0001,MS13-004: Vulnerabilities in .NET Framework Could Allow Elevation of Privilege (2769324)
CVE-2013-0002,MS13-004: Vulnerabilities in .NET Framework Could Allow Elevation of Privilege (2769324)
CVE-2013-0003,MS13-004: Vulnerabilities in .NET Framework Could Allow Elevation of Privilege (2769324)
CVE-2013-0004,MS13-004: Vulnerabilities in .NET Framework Could Allow Elevation of Privilege (2769324)
CVE-2013-0008,MS13-005: Vulnerability in Windows Kernel-Mode Driver Could Allow Elevation of Privilege (2778930)
CVE-2013-0013,MS13-006: Vulnerability in Microsoft Windows Could Allow Security Feature Bypass (2785220)
,Windows Product Key Retrieval
CVE-2013-0015,MS13-009: Security Update for Internet Explorer (2792100)
CVE-2013-0018,MS13-009: Security Update for Internet Explorer (2792100)
CVE-2013-0019,MS13-009: Security Update for Internet Explorer (2792100)
CVE-2013-0020,MS13-009: Security Update for Internet Explorer (2792100)
CVE-2013-0021,MS13-009: Security Update for Internet Explorer (2792100)
CVE-2013-0022,MS13-009: Security Update for Internet Explorer (2792100)
CVE-2013-0023,MS13-009: Security Update for Internet Explorer (2792100)
CVE-2013-0024,MS13-009: Security Update for Internet Explorer (2792100)
CVE-2013-0025,MS13-009: Security Update for Internet Explorer (2792100)
CVE-2013-0026,MS13-009: Security Update for Internet Explorer (2792100)
CVE-2013-0027,MS13-009: Security Update for Internet Explorer (2792100)
CVE-2013-0028,MS13-009: Security Update for Internet Explorer (2792100)
CVE-2013-0029,MS13-009: Security Update for Internet Explorer (2792100)
CVE-2013-0030,MS13-010: Vulnerability in Vector Markup Language Could Allow Remote Code Execution (2797052)
CVE-2013-0073,MS13-015: Vulnerability in .NET Framework Could Allow Elevation of Privilege (2800277)
CVE-2013-1248,MS13-016: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Elevation of Privilege (2778344)
CVE-2013-1249,MS13-016: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Elevation of Privilege (2778344)
CVE-2013-1250,MS13-016: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Elevation of Privilege (2778344)
CVE-2013-1251,MS13-016: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Elevation of Privilege (2778344)
CVE-2013-1252,MS13-016: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Elevation of Privilege (2778344)
CVE-2013-1253,MS13-016: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Elevation of Privilege (2778344)
CVE-2013-1254,MS13-016: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Elevation of Privilege (2778344)
CVE-2013-1255,MS13-016: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Elevation of Privilege (2778344)
CVE-2013-1256,MS13-016: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Elevation of Privilege (2778344)
CVE-2013-1257,MS13-016: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Elevation of Privilege (2778344)
CVE-2013-1258,MS13-016: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Elevation of Privilege (2778344)
CVE-2013-1259,MS13-016: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Elevation of Privilege (2778344)
CVE-2013-1260,MS13-016: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Elevation of Privilege (2778344)
CVE-2013-1261,MS13-016: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Elevation of Privilege (2778344)
CVE-2013-1262,MS13-016: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Elevation of Privilege (2778344)
CVE-2013-1263,MS13-016: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Elevation of Privilege (2778344)
CVE-2013-1264,MS13-016: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Elevation of Privilege (2778344)
CVE-2013-1265,MS13-016: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Elevation of Privilege (2778344)
CVE-2013-1266,MS13-016: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Elevation of Privilege (2778344)
CVE-2013-1267,MS13-016: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Elevation of Privilege (2778344)
CVE-2013-1268,MS13-016: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Elevation of Privilege (2778344)
CVE-2013-1269,MS13-016: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Elevation of Privilege (2778344)
CVE-2013-1270,MS13-016: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Elevation of Privilege (2778344)
CVE-2013-1271,MS13-016: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Elevation of Privilege (2778344)
CVE-2013-1272,MS13-016: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Elevation of Privilege (2778344)
CVE-2013-1273,MS13-016: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Elevation of Privilege (2778344)
CVE-2013-1274,MS13-016: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Elevation of Privilege (2778344)
CVE-2013-1275,MS13-016: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Elevation of Privilege (2778344)
CVE-2013-1276,MS13-016: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Elevation of Privilege (2778344)
CVE-2013-1277,MS13-016: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Elevation of Privilege (2778344)
CVE-2013-1278,MS13-017: Vulnerabilities in Windows Kernel Could Allow Elevation of Privilege (2799494)
CVE-2013-1279,MS13-017: Vulnerabilities in Windows Kernel Could Allow Elevation of Privilege (2799494)
CVE-2013-1280,MS13-017: Vulnerabilities in Windows Kernel Could Allow Elevation of Privilege (2799494)
CVE-2013-0075,MS13-018: Vulnerability in TCP/IP Could Allow Denial of Service (2790655)
,Netstat Connection Information
CVE-2013-0087,MS13-021: Security Update for Internet Explorer (2809289)
CVE-2013-0088,MS13-021: Security Update for Internet Explorer (2809289)
CVE-2013-0089,MS13-021: Security Update for Internet Explorer (2809289)
CVE-2013-0090,MS13-021: Security Update for Internet Explorer (2809289)
CVE-2013-0091,MS13-021: Security Update for Internet Explorer (2809289)
CVE-2013-0092,MS13-021: Security Update for Internet Explorer (2809289)
CVE-2013-0093,MS13-021: Security Update for Internet Explorer (2809289)
CVE-2013-0094,MS13-021: Security Update for Internet Explorer (2809289)
CVE-2013-1288,MS13-021: Security Update for Internet Explorer (2809289)
CVE-2013-1285,MS13-027: Vulnerabilities in Kernel-Mode Drivers Could Allow Elevation Of Privilege (2807986)
CVE-2013-1286,MS13-027: Vulnerabilities in Kernel-Mode Drivers Could Allow Elevation Of Privilege (2807986)
CVE-2013-1287,MS13-027: Vulnerabilities in Kernel-Mode Drivers Could Allow Elevation Of Privilege (2807986)
CVE-2013-1303,MS13-028: Security Update for Internet Explorer (2817183)
CVE-2013-1304,MS13-028: Security Update for Internet Explorer (2817183)
CVE-2013-1338,MS13-028: Security Update for Internet Explorer (2817183)
CVE-2013-1284,MS13-031: Vulnerabilities in Windows Kernel Could Allow Elevation of Privilege (2813170)
CVE-2013-1294,MS13-031: Vulnerabilities in Windows Kernel Could Allow Elevation of Privilege (2813170)
CVE-2013-1283,MS13-036: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Elevation of Privilege (2829996)
CVE-2013-1291,MS13-036: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Elevation of Privilege (2829996)
CVE-2013-1292,MS13-036: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Elevation of Privilege (2829996)
CVE-2013-1293,MS13-036: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Elevation of Privilege (2829996)
,Patch Report
CVE-2013-0811,MS13-037: Cumulative Security Update for Internet Explorer (2829530)
CVE-2013-1297,MS13-037: Cumulative Security Update for Internet Explorer (2829530)
CVE-2013-1306,MS13-037: Cumulative Security Update for Internet Explorer (2829530)
CVE-2013-1307,MS13-037: Cumulative Security Update for Internet Explorer (2829530)
CVE-2013-1308,MS13-037: Cumulative Security Update for Internet Explorer (2829530)
CVE-2013-1309,MS13-037: Cumulative Security Update for Internet Explorer (2829530)
CVE-2013-1310,MS13-037: Cumulative Security Update for Internet Explorer (2829530)
CVE-2013-1311,MS13-037: Cumulative Security Update for Internet Explorer (2829530)
CVE-2013-1312,MS13-037: Cumulative Security Update for Internet Explorer (2829530)
CVE-2013-2551,MS13-037: Cumulative Security Update for Internet Explorer (2829530)
CVE-2013-3140,MS13-037: Cumulative Security Update for Internet Explorer (2829530)
CVE-2013-1305,MS13-039: Vulnerability in HTTP.sys Could Allow Denial of Service (2829254)
CVE-2013-1336,MS13-040: Vulnerabilities in .NET Framework Could Allow Spoofing (2836440)
CVE-2013-1337,MS13-040: Vulnerabilities in .NET Framework Could Allow Spoofing (2836440)
CVE-2013-1332,MS13-046: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Elevation of Privilege (2840221)
CVE-2013-1333,MS13-046: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Elevation of Privilege (2840221)
CVE-2013-1334,MS13-046: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Elevation of Privilege (2840221)
CVE-2013-0108,MS KB2820197: Update Rollup for ActiveX Kill Bits
CVE-2013-3110,MS13-047: Cumulative Security Update for Internet Explorer (2838727)
CVE-2013-3111,MS13-047: Cumulative Security Update for Internet Explorer (2838727)
CVE-2013-3112,MS13-047: Cumulative Security Update for Internet Explorer (2838727)
CVE-2013-3113,MS13-047: Cumulative Security Update for Internet Explorer (2838727)
CVE-2013-3114,MS13-047: Cumulative Security Update for Internet Explorer (2838727)
CVE-2013-3116,MS13-047: Cumulative Security Update for Internet Explorer (2838727)
CVE-2013-3117,MS13-047: Cumulative Security Update for Internet Explorer (2838727)
CVE-2013-3118,MS13-047: Cumulative Security Update for Internet Explorer (2838727)
CVE-2013-3119,MS13-047: Cumulative Security Update for Internet Explorer (2838727)
CVE-2013-3120,MS13-047: Cumulative Security Update for Internet Explorer (2838727)
CVE-2013-3121,MS13-047: Cumulative Security Update for Internet Explorer (2838727)
CVE-2013-3122,MS13-047: Cumulative Security Update for Internet Explorer (2838727)
CVE-2013-3123,MS13-047: Cumulative Security Update for Internet Explorer (2838727)
CVE-2013-3124,MS13-047: Cumulative Security Update for Internet Explorer (2838727)
CVE-2013-3125,MS13-047: Cumulative Security Update for Internet Explorer (2838727)
CVE-2013-3126,MS13-047: Cumulative Security Update for Internet Explorer (2838727)
CVE-2013-3139,MS13-047: Cumulative Security Update for Internet Explorer (2838727)
CVE-2013-3141,MS13-047: Cumulative Security Update for Internet Explorer (2838727)
CVE-2013-3142,MS13-047: Cumulative Security Update for Internet Explorer (2838727)
CVE-2013-3138,MS13-049: Vulnerability in Kernel-Mode Driver Could Allow Denial of Service (2845690)
CVE-2013-1339,MS13-050: Vulnerability in Windows Print Spooler Components Could Allow Elevation of Privilege (2839894)
,MS KB2813430: Update to Improve Cryptography and Digital Certificate Handling in Windows
CVE-2013-3129,MS13-052: Vulnerabilities in .NET Framework and Silverlight Could Allow Remote Code Execution (2861561)
CVE-2013-3131,MS13-052: Vulnerabilities in .NET Framework and Silverlight Could Allow Remote Code Execution (2861561)
CVE-2013-3132,MS13-052: Vulnerabilities in .NET Framework and Silverlight Could Allow Remote Code Execution (2861561)
CVE-2013-3133,MS13-052: Vulnerabilities in .NET Framework and Silverlight Could Allow Remote Code Execution (2861561)
CVE-2013-3134,MS13-052: Vulnerabilities in .NET Framework and Silverlight Could Allow Remote Code Execution (2861561)
CVE-2013-3171,MS13-052: Vulnerabilities in .NET Framework and Silverlight Could Allow Remote Code Execution (2861561)
CVE-2013-3178,MS13-052: Vulnerabilities in .NET Framework and Silverlight Could Allow Remote Code Execution (2861561)
CVE-2013-1300,MS13-053: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Remote Code Execution (2850851)
CVE-2013-1340,MS13-053: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Remote Code Execution (2850851)
CVE-2013-1345,MS13-053: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Remote Code Execution (2850851)
CVE-2013-3129,MS13-053: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Remote Code Execution (2850851)
CVE-2013-3167,MS13-053: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Remote Code Execution (2850851)
CVE-2013-3172,MS13-053: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Remote Code Execution (2850851)
CVE-2013-3173,MS13-053: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Remote Code Execution (2850851)
CVE-2013-3660,MS13-053: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Remote Code Execution (2850851)
CVE-2013-3129,MS13-054: Vulnerability in GDI+ Could Allow Remote Code Execution (2848295)
CVE-2013-3115,MS13-055: Cumulative Security Update for Internet Explorer (2846071)
CVE-2013-3143,MS13-055: Cumulative Security Update for Internet Explorer (2846071)
CVE-2013-3144,MS13-055: Cumulative Security Update for Internet Explorer (2846071)
CVE-2013-3145,MS13-055: Cumulative Security Update for Internet Explorer (2846071)
CVE-2013-3146,MS13-055: Cumulative Security Update for Internet Explorer (2846071)
CVE-2013-3147,MS13-055: Cumulative Security Update for Internet Explorer (2846071)
CVE-2013-3148,MS13-055: Cumulative Security Update for Internet Explorer (2846071)
CVE-2013-3149,MS13-055: Cumulative Security Update for Internet Explorer (2846071)
CVE-2013-3150,MS13-055: Cumulative Security Update for Internet Explorer (2846071)
CVE-2013-3151,MS13-055: Cumulative Security Update for Internet Explorer (2846071)
CVE-2013-3152,MS13-055: Cumulative Security Update for Internet Explorer (2846071)
CVE-2013-3153,MS13-055: Cumulative Security Update for Internet Explorer (2846071)
CVE-2013-3161,MS13-055: Cumulative Security Update for Internet Explorer (2846071)
CVE-2013-3162,MS13-055: Cumulative Security Update for Internet Explorer (2846071)
CVE-2013-3163,MS13-055: Cumulative Security Update for Internet Explorer (2846071)
CVE-2013-3164,MS13-055: Cumulative Security Update for Internet Explorer (2846071)
CVE-2013-3166,MS13-055: Cumulative Security Update for Internet Explorer (2846071)
CVE-2013-3846,MS13-055: Cumulative Security Update for Internet Explorer (2846071)
CVE-2013-4015,MS13-055: Cumulative Security Update for Internet Explorer (2846071)
CVE-2013-3184,MS13-059: Cumulative Security Update for Internet Explorer (2862772)
CVE-2013-3186,MS13-059: Cumulative Security Update for Internet Explorer (2862772)
CVE-2013-3187,MS13-059: Cumulative Security Update for Internet Explorer (2862772)
CVE-2013-3188,MS13-059: Cumulative Security Update for Internet Explorer (2862772)
CVE-2013-3189,MS13-059: Cumulative Security Update for Internet Explorer (2862772)
CVE-2013-3190,MS13-059: Cumulative Security Update for Internet Explorer (2862772)
CVE-2013-3191,MS13-059: Cumulative Security Update for Internet Explorer (2862772)
CVE-2013-3192,MS13-059: Cumulative Security Update for Internet Explorer (2862772)
CVE-2013-3193,MS13-059: Cumulative Security Update for Internet Explorer (2862772)
CVE-2013-3194,MS13-059: Cumulative Security Update for Internet Explorer (2862772)
CVE-2013-3199,MS13-059: Cumulative Security Update for Internet Explorer (2862772)
CVE-2013-3175,MS13-062: Vulnerability in Remote Procedure Call Could Allow Elevation of Privilege (2849470)
CVE-2013-3182,MS13-064: Vulnerability in Windows NAT Driver Could Allow Denial of Service (2849568)
CVE-2013-3183,MS13-065: Vulnerability in ICMPv6 Could Allow Denial of Service (2868623)
,MS KB2862966: Updates to Improve Cryptography and Digital Certificate Handling in Windows
,MS KB2862973: Update for Deprecation of MD5 Hashing Algorithm for Microsoft Root Certificate Program
CVE-2013-3201,MS13-069: Cumulative Security Update for Internet Explorer (2870699)
CVE-2013-3202,MS13-069: Cumulative Security Update for Internet Explorer (2870699)
CVE-2013-3203,MS13-069: Cumulative Security Update for Internet Explorer (2870699)
CVE-2013-3204,MS13-069: Cumulative Security Update for Internet Explorer (2870699)
CVE-2013-3205,MS13-069: Cumulative Security Update for Internet Explorer (2870699)
CVE-2013-3206,MS13-069: Cumulative Security Update for Internet Explorer (2870699)
CVE-2013-3207,MS13-069: Cumulative Security Update for Internet Explorer (2870699)
CVE-2013-3208,MS13-069: Cumulative Security Update for Internet Explorer (2870699)
CVE-2013-3209,MS13-069: Cumulative Security Update for Internet Explorer (2870699)
CVE-2013-3845,MS13-069: Cumulative Security Update for Internet Explorer (2870699)
CVE-2013-1341,MS13-076: Vulnerabilities in Kernel-Mode Drivers Could Allow Elevation of Privilege (2876315)
CVE-2013-1342,MS13-076: Vulnerabilities in Kernel-Mode Drivers Could Allow Elevation of Privilege (2876315)
CVE-2013-1343,MS13-076: Vulnerabilities in Kernel-Mode Drivers Could Allow Elevation of Privilege (2876315)
CVE-2013-1344,MS13-076: Vulnerabilities in Kernel-Mode Drivers Could Allow Elevation of Privilege (2876315)
CVE-2013-3864,MS13-076: Vulnerabilities in Kernel-Mode Drivers Could Allow Elevation of Privilege (2876315)
CVE-2013-3865,MS13-076: Vulnerabilities in Kernel-Mode Drivers Could Allow Elevation of Privilege (2876315)
CVE-2013-3866,MS13-076: Vulnerabilities in Kernel-Mode Drivers Could Allow Elevation of Privilege (2876315)
,Microsoft Windows Process Information
,Microsoft Windows Process Module Information
CVE-2013-3872,MS13-080: Cumulative Security Update for Internet Explorer (2879017)
CVE-2013-3873,MS13-080: Cumulative Security Update for Internet Explorer (2879017)
CVE-2013-3874,MS13-080: Cumulative Security Update for Internet Explorer (2879017)
CVE-2013-3875,MS13-080: Cumulative Security Update for Internet Explorer (2879017)
CVE-2013-3882,MS13-080: Cumulative Security Update for Internet Explorer (2879017)
CVE-2013-3885,MS13-080: Cumulative Security Update for Internet Explorer (2879017)
CVE-2013-3886,MS13-080: Cumulative Security Update for Internet Explorer (2879017)
CVE-2013-3893,MS13-080: Cumulative Security Update for Internet Explorer (2879017)
CVE-2013-3897,MS13-080: Cumulative Security Update for Internet Explorer (2879017)
CVE-2013-3128,MS13-081: Vulnerabilities in Windows Kernel-Mode Drivers Could Allow Remote Code Execution (2870008)
CVE-2013-3200,MS13-081: Vulnerabilities in Windows Kernel-Mode Drivers Could Allow Remote Code Execution (2870008)
CVE-2013-3879,MS13-081: Vulnerabilities in Windows Kernel-Mode Drivers Could Allow Remote Code Execution (2870008)
CVE-2013-3880,MS13-081: Vulnerabilities in Windows Kernel-Mode Drivers Could Allow Remote Code Execution (2870008)
CVE-2013-3881,MS13-081: Vulnerabilities in Windows Kernel-Mode Drivers Could Allow Remote Code Execution (2870008)
CVE-2013-3888,MS13-081: Vulnerabilities in Windows Kernel-Mode Drivers Could Allow Remote Code Execution (2870008)
CVE-2013-3894,MS13-081: Vulnerabilities in Windows Kernel-Mode Drivers Could Allow Remote Code Execution (2870008)
CVE-2013-3128,MS13-082: Vulnerabilities in .NET Framework Could Allow Remote Code Execution (2878890)
CVE-2013-3860,MS13-082: Vulnerabilities in .NET Framework Could Allow Remote Code Execution (2878890)
CVE-2013-3861,MS13-082: Vulnerabilities in .NET Framework Could Allow Remote Code Execution (2878890)
CVE-2013-3195,MS13-083: Vulnerability in Windows Common Control Library Could Allow Remote Code Execution (2864058)
CVE-2013-3871,MS13-088: Cumulative Security Update for Internet Explorer (2888505)
CVE-2013-3908,MS13-088: Cumulative Security Update for Internet Explorer (2888505)
CVE-2013-3909,MS13-088: Cumulative Security Update for Internet Explorer (2888505)
CVE-2013-3910,MS13-088: Cumulative Security Update for Internet Explorer (2888505)
CVE-2013-3911,MS13-088: Cumulative Security Update for Internet Explorer (2888505)
CVE-2013-3912,MS13-088: Cumulative Security Update for Internet Explorer (2888505)
CVE-2013-3914,MS13-088: Cumulative Security Update for Internet Explorer (2888505)
CVE-2013-3915,MS13-088: Cumulative Security Update for Internet Explorer (2888505)
CVE-2013-3916,MS13-088: Cumulative Security Update for Internet Explorer (2888505)
CVE-2013-3917,MS13-088: Cumulative Security Update for Internet Explorer (2888505)
CVE-2013-3940,MS13-089: Critical Vulnerability in Windows Graphics Device Interface Could Allow Remote Code Execution (2876331)
CVE-2013-3918,MS13-090: Cumulative Security Update of ActiveX Kill Bits (2900986)
CVE-2013-3887,MS13-093: Vulnerability in Windows Ancillary Function Driver Could Allow Information Disclosure (2875783)
CVE-2013-3869,MS13-095: Vulnerability in Digital Signatures Could Allow Denial of Service (2868626)
,MS KB2868725: Update for Disabling RC4
,Enumerate Local Group Memberships
CVE-2013-5045,MS13-097: Cumulative Security Update for Internet Explorer (2898785)
CVE-2013-5046,MS13-097: Cumulative Security Update for Internet Explorer (2898785)
CVE-2013-5047,MS13-097: Cumulative Security Update for Internet Explorer (2898785)
CVE-2013-5048,MS13-097: Cumulative Security Update for Internet Explorer (2898785)
CVE-2013-5049,MS13-097: Cumulative Security Update for Internet Explorer (2898785)
CVE-2013-5051,MS13-097: Cumulative Security Update for Internet Explorer (2898785)
CVE-2013-5052,MS13-097: Cumulative Security Update for Internet Explorer (2898785)
CVE-2013-3900,MS13-098: Vulnerability in Windows Could Allow Remote Code Execution (2893294)
CVE-2013-5056,MS13-099: Vulnerability in Microsoft Scripting Runtime Object Library Could Allow Remote Code Execution (2909158)
CVE-2013-3899,MS13-101: Vulnerabilities in Windows Kernel-Mode Drivers Could Allow Elevation of Privilege (2880430)
CVE-2013-3902,MS13-101: Vulnerabilities in Windows Kernel-Mode Drivers Could Allow Elevation of Privilege (2880430)
CVE-2013-3903,MS13-101: Vulnerabilities in Windows Kernel-Mode Drivers Could Allow Elevation of Privilege (2880430)
CVE-2013-3907,MS13-101: Vulnerabilities in Windows Kernel-Mode Drivers Could Allow Elevation of Privilege (2880430)
CVE-2013-5058,MS13-101: Vulnerabilities in Windows Kernel-Mode Drivers Could Allow Elevation of Privilege (2880430)
,Microsoft Internet Explorer Version Detection
CVE-2014-0266,MS14-005: Vulnerability in Microsoft XML Core Services Could Allow Information Disclosure (2916036)
CVE-2014-0254,MS14-006: Vulnerability in ICMPv6 Could Allow Denial of Service (2904659)
CVE-2014-0263,MS14-007: Vulnerability in Direct2D Could Allow Remote Code Execution (2912390)
CVE-2014-0267,MS14-010: Cumulative Security Update for Internet Explorer (2909921)
CVE-2014-0268,MS14-010: Cumulative Security Update for Internet Explorer (2909921)
CVE-2014-0269,MS14-010: Cumulative Security Update for Internet Explorer (2909921)
CVE-2014-0270,MS14-010: Cumulative Security Update for Internet Explorer (2909921)
CVE-2014-0271,MS14-010: Cumulative Security Update for Internet Explorer (2909921)
CVE-2014-0272,MS14-010: Cumulative Security Update for Internet Explorer (2909921)
CVE-2014-0273,MS14-010: Cumulative Security Update for Internet Explorer (2909921)
CVE-2014-0274,MS14-010: Cumulative Security Update for Internet Explorer (2909921)
CVE-2014-0275,MS14-010: Cumulative Security Update for Internet Explorer (2909921)
CVE-2014-0276,MS14-010: Cumulative Security Update for Internet Explorer (2909921)
